TF,Target
LGR5,SEC24D
GABRB2,VPS54
PRICKLE1,C4ORF46
ANXA3,PTPRZ1
HAPLN1,CLDN11
ABCA1,RPE
TFPI,CCNA2
NODAL,NID1
ARHGAP28,GATA4
PLK4,CPE
TMEM47,CYP1B1
PLK2,STK38L
ITGA6,RGS5
ERCC-00022,GATA6
VAMP7,GABPA
EPCAM,ST8SIA1
TMCC1,MALT1
LRRC40,PERP
PAM,TMCC1
FBXL5,RNF138
TDP2,ERCC-00145
FARSB,ERCC-00044
RRM2B,STAT1
BUB1B,PIP4K2A
SORL1,ARMC8
ALG6,BCAP29
ASH2L,VAMP7
APLNR,TBX3
PRMT6,SEMA3A
DUSP11,ZIC3
CD9,CNKSR3
PRKRIR,ELL2
CEP70,CDC7
GTF2H2D,SFRP1
AMIGO2,FBN1
HDHD2,FARSB
KLHL4,RAD51AP1
PRIM1,ZUFSP
GCA,ORC5
RAVER2,CENPQ
STK17B,NID1
ZNF518B,SH3BGRL2
C11ORF82,GATM
TBPL1,CCDC66
ATG4C,ANKMY2
STAT1,GABPA
VASH2,NID1
DEPDC1B,EOMES
NRP2,RFPL2
VPS54,PRPS2
PDGFRA,GYPB
CD48,GRPR
ZNF516,SLC38A9
CCDC82,TRIM36
S1PR3,KRCC1
DNAJB14,KIF23
ROR2,MLLT3
KLHL12,TTC14
B4GALT4,ACTC1
KIAA1804,CENPC1
ANKRD28,OXTR
MORC3,TMX3
AK4,CRYZL1
TADA1,CDH11
ERCC-00003,IGDCC4
UGGT2,ASNS
ALPK2,KLHL24
ST3GAL6,MCC
DDAH1,HIBCH
KIF4A,WNT5A
FAM54B,KBTBD2
KIAA1804,PELI2
RALB,SLCO2A1
KDELR3,NANOG
KIF18A,SERPINE2
ARG2,ATG4C
GDF3,TOM1L1
STK38L,B3GNT2
PMAIP1,PENK
GYPA,ARL4D
MLLT3,PALLD
RRM2B,SERPINE2
KLHL28,ERCC-00060
FBXO3,FAM173B
HLA-DQB1,CELF2
ERCC-00022,PPIP5K2
NTS,RND3
ST8SIA1,SEMA5A
SLC6A15,CDC20
MALT1,ARMC8
HMMR,TRUB1
IPO8,COL4A1
STC1,AMIGO2
ERCC-00002,CDC20
KIF15,PMAIP1
MFAP4,MAGI3
KLHL4,LIPG
ALCAM,TP53INP1
RMI1,PRTG
GYPB,CA2
UBE2D1,CCKBR
CLDN11,C3ORF58
SH3BGRL,PDE3B
CDCA2,PGM2
ERCC-00171,KAT7
CELF2,KIAA1467
ANKRD13C,KAL1
ARL4D,DRAM2
TRDN,MTMR2
DLC1,LGR5
CBR1,USP53
DNAJB9,ELMOD2
ANKRD28,KDELR3
PHC1,PTPRZ1
FBXO28,BMP4
CCDC66,FAM173B
KLHL28,DEPDC1B
LTN1,PGM2
BTBD10,RRM2B
DKK1,ACOX3
RLF,TBX3
NDFIP2,DUSP4
ABCA1,ZNF670
B3GNT2,CPE
RSPO3,LGR4
UTP15,TADA1
LRIG3,ERCC-00004
GABRB2,KAT7
MALT1,EFTUD1
FASTKD1,KIF4A
COCH,GLMN
ARMC8,CDC7
LPIN1,FAM188A
METTL18,SFRP1
PHLDA1,ERCC-00145
WNT5A,EFTUD1
CDH11,C12ORF23
GYPE,MFAP4
ERCC-00060,ARL4D
CD9,KLHL6
ERCC-00092,KIAA1467
UTP15,ERCC-00131
ANKRD6,CCDC66
ERCC-00113,OXTR
HAPLN1,IL6ST
ZNF518B,REV3L
ALPK2,ST3GAL6
AKAP2,DERA
ASUN,TMEM38B
RGPD2,MCCC1
USP53,RNF138
AXL,MFAP4
KIF4A,KLHL28
HLA-DRB1,GFM1
B3GNT2,MRS2
CDK6,ERCC-00042
RHOBTB3,NID1
ANAPC4,IPO11
ATG4C,PCDH7
MFAP4,FASTKD5
WWP1,SEC24D
FBXO28,COL1A2
PARPBP,NLGN4X
KIAA1324L,REV3L
ANGPT2,CENPC1
DCUN1D4,BAG3
CD9,ARG2
ERCC-00095,CASD1
KBTBD2,CDC7
MAGI3,HDHD2
KIAA0528,MRE11A
FAM135A,TTC14
DNAJB14,KDR
TADA1,MTERF
ARL4A,ANXA3
PDGFRA,CPE
DUSP10,SMN1
ANGPT2,PELI2
KLF10,KLHL4
MRS2,EPHA4
CDH11,BNIP3
ERCC-00043,SEMA5A
COLEC12,PDCD4
CYP26A1,PLCB4
SH3BGRL2,SEMA6D
HAPLN1,TFB2M
MELK,CHEK2
ASH2L,COL4A1
FAM69A,ST8SIA4
SERPINE2,LTN1
FAM173B,NFIB
UTP15,TP53INP1
MANEA,CER1
ERCC-00113,KDELR3
SEMA3A,EXO1
FAM46A,BMP4
GLRX,GFM1
FAM188A,COCH
GLDC,RNF138
C3ORF14,PLP1
PPIP5K2,CCDC66
MLF1IP,BMPER
PMP22,GLMN
EXO1,ERCC-00022
C3ORF58,TBC1D23
SLC19A2,DDAH1
MLF1IP,KLHL12
FAM188A,TADA1
CELF2,CYP1B1
SNX14,STK17B
ITFG1,ERCC8
CCNA2,SH3BGRL2
ATL2,ST8SIA1
ZFYVE16,RALB
BLM,MID1
SMN1,GLIPR2
FBXO3,FLRT3
LRRC40,FZD5
PARPBP,B4GALT4
PENK,KBTBD2
C4ORF46,ERBB4
ST6GALNAC3,REV3L
CCDC66,CCNE2
PDLIM3,MAN1A1
IGDCC4,RGPD2
HLA-DQB1,AKAP2
STK38L,VPS54
TBPL1,CCDC81
PRSS35,PRTG
KAL1,HLA-DRB1
FAM188A,ERCC-00131
HSF2,ERCC-00130
VPS54,ID2
RPE,WNT5A
NT5C3,GFM1
OTX2,FREM1
TIPIN,PLCB4
B4GALT4,RFPL2
KLHL28,AXL
POLR3G,SEMA3E
PLP1,CYP26A1
KLHL24,SLC6A15
EXO1,ACTC1
ASS1,FBXO11
PTPRZ1,KIAA1467
LGALSL,CAP2
SLC18A2,MRS2
LHX1,CDC23
HBP1,CCDC82
TRUB1,MYNN
MYCT1,ASH2L
CLGN,INSIG2
MPHOSPH9,ELOVL2
MAN1A1,KAT7
FAM46A,COL1A2
PLOD2,RHOBTB3
FAM173B,HLA-DQB1
ATG4C,QPCT
ABCA1,RMI1
FBXO11,REV3L
ERCC-00111,ELOVL2
TMOD1,SLC39A8
COCH,NUP35
ERCC-00025,MPHOSPH9
ERCC-00092,CYP1B1
ZNF521,C3ORF58
DDX20,BTBD10
PLCB4,PDGFRA
ERCC-00022,KLHL24
ANAPC4,GLDC
ARL4D,ZDHHC21
INSIG2,ERCC-00145
ERCC-00171,COL5A2
PLCB4,ASUN
GYPA,ODC1
DNAJB9,KLHL28
LGALSL,LYPLAL1
COL5A1,HIBCH
ANKRD28,NCAPG
ELL2,ERCC8
PGM2,ALG11
ZDHHC21,INSIG2
FAM188A,TP53INP1
TMOD1,TMX3
DCAF6,ERCC-00062
ARFGAP3,COMMD10
CNTRL,GPR83
DECR1,NDC80
ACOX3,ANKRD13C
KAL1,ITGA6
OXR1,DTL
DOCK7,ERCC-00074
ATG4C,FBXL5
SLC6A15,FEZ1
ITFG1,RHAG
PRPS2,PROM1
GABRB2,COL5A2
ERCC-00002,FEZ1
CCDC138,CCKBR
CLGN,ZEB2
ROR2,STK3
PROM1,C12ORF23
KLF10,LGR5
REV3L,SLCO2A1
OTX2,TNFRSF11B
ATG4C,GPR83
GPR83,STK38L
MLLT3,MAGI3
RMI1,USP44
IGDCC4,PTGR1
ERBB4,PAM
ERBB4,CEP55
CNKSR3,RGS5
CCNA2,REV3L
ITGA5,ERCC-00046
CNTRL,LRRCC1
RPE,KLHL28
KAL1,VIM
NUP35,CYP26A1
HSF2,ERCC-00025
ERCC-00171,MTERFD1
HLA-DQB1,OTUD6B
SEC24D,HAND1
CD48,ERCC-00074
PLXNA2,SYNC
KAT7,FBXO3
FAM54B,SFRP1
FASTKD1,WLS
MRE11A,ZNF516
ERCC-00003,MANEA
HIBCH,ZBTB11
APLNR,AK4
MFAP4,ZBTB11
HLA-DQB1,NUDT11
ERCC-00060,ODC1
NLGN4X,ERCC-00076
PROM1,BNIP3
CHEK2,YPEL5
NXT2,CCDC66
CEP55,ASNS
STK38L,KAT7
ATG4C,LRRCC1
KIF4A,BCAP29
C4ORF46,ALCAM
ERCC-00022,ST3GAL6
GATM,ERCC-00076
TMEM64,ARFGAP3
MALT1,PLXNA2
AMIGO2,UTP15
B3GNT5,ZDHHC21
KDR,BMP2
BMP2,DTL
GFM1,ZUFSP
GABRB2,MTERFD1
MME,UBE2W
DKK1,VASH2
CLDN11,ASS1
PTPRZ1,CYP1B1
ANKRD28,ELL2
OTUD6B,C1ORF112
DUSP10,ANKRD6
ELL2,RHAG
DUSP10,LEPREL1
SEMA5A,HMMR
ERCC-00112,ZNF138
PAM,CEP55
AK4,FAM135A
ITFG1,ASS1
WNT5A,PLXNA2
CCDC82,IFI16
ERCC-00113,NCAPG
PTGR1,DUSP11
TRUB1,PRKRIR
TBC1D23,TNFAIP8
TRDN,PRTG
MFAP4,COL5A1
IPO8,GATA6
ZFYVE16,MELK
PTGR1,C11ORF82
CER1,CNTRL
USP31,ERCC-00025
ZDHHC21,NODAL
PRPS2,APLNR
STK3,TNFAIP8
C3ORF58,KAL1
VIM,ZNF567
FAM69A,DYRK2
HIBCH,ERCC-00095
ARHGAP29,DYRK2
HDHD2,PDGFRA
MFAP4,ERCC-00095
DYRK2,ERCC-00004
PPIP5K2,CCDC81
ENC1,CRYZL1
MLLT3,FASTKD5
HSD17B11,GPC3
HDHD2,ASUN
NRP2,TMEM38B
ITGA6,ALG6
ST3GAL6,FAM173B
LYPLAL1,SEMA5A
COL4A1,NRP1
ANKRD13C,FBXO5
TBPL1,DDX20
HAPLN1,POLR3G
MTERF,BAG3
ID2,PMP22
MYOCD,ZEB2
CAP2,PPPDE1
MAGI3,NIPSNAP3A
CDC23,ZNF268
CA2,SMN1
ARL4D,WDR35
ECT2,FAM135A
CCKBR,SMN1
ALG6,CLK1
CAP2,ARFGAP3
EXO1,RFPL2
PGM2,CDC20
KIT,HTRA1
RLF,AK4
NUP35,PRSS35
PLK1,ZUFSP
FER,CRHBP
CYP1B1,PRMT6
ALG6,DECR1
WDR48,CRHBP
TTK,C5ORF22
GRPR,GFM1
TFB2M,ERCC-00111
MELK,EPHA4
CBR1,RAD51AP1
FZD5,ANKRD6
TOM1L1,KIAA0528
FZD5,LEPREL1
EFTUD1,ALG11
MANEA,VASH2
GDAP1,SLC19A2
ZNF268,SFRP2
FBXO28,TSPAN12
FAM89A,HBP1
KAT7,PPM1H
TRUB1,TFB2M
B3GNT5,ASNS
MORC3,ZNF518B
ERCC-00113,ELL2
ERCC-00076,DYRK2
FASTKD3,HEG1
ERCC-00096,KIAA1804
CDCA2,LGALSL
ZUFSP,SEMA3A
TNFRSF11B,PALLD
GLRX,ERCC-00002
TRUB1,TTC39B
OXTR,LTN1
LECT1,RPL17-C18ORF32
DUSP4,DUSP10
MTERF,FAM46A
NCAM1,ANGPT2
KAT7,NTS
CDK1,PDGFRA
PRSS35,USP44
TRUB1,CHL1
ERCC-00042,FAM135A
CDK1,ASUN
RAVER2,MORC3
STC1,PRMT6
MLF1IP,NDFIP2
WDR41,ELOVL2
ERCC-00060,BCAP29
ERBB4,EFNA5
ERCC-00131,HDHD2
DEPDC1B,ELMOD2
APLNR,KRCC1
FBN1,ARHGAP29
HEG1,ESRP1
PELI2,ZNF791
HAPLN1,SENP7
GLIPR2,ERCC-00062
GPSM2,GABRB2
ESRP1,SPP1
NDFIP2,HAND1
CBR1,LIPG
LUM,TDP2
FOS,SLC19A2
KIF23,ALCAM
C5ORF22,RALB
ERCC-00004,ZEB1
ANXA3,KLF10
LRRCC1,ERCC-00171
LPIN1,SLCO2A1
LRRCC1,LPGAT1
NT5C3,ERCC-00002
ITGA6,PRIM1
PERP,SYNC
PCDH7,COL1A2
SIRT1,ARHGAP29
PENK,SFRP1
ANGPT2,ERCC-00136
WDR41,FOS
HPRT1,MLLT3
GRPEL2,WDFY1
CLK1,DCUN1D4
IGDCC4,STAT1
RFESD,RNF13
MRS2,FAM46A
CAMK2D,KIAA0528
GYPB,PMAIP1
TNFRSF11B,CALB1
COQ3,CER1
ANXA3,ARMCX3
AGL,SLC35A3
HIBCH,FASTKD1
CDH11,ERCC-00003
RLF,FZD5
TMEM47,MAN1A1
EPCAM,RAD51AP1
GRPEL2,CLK1
PAM,EFNA5
FAM89A,PIBF1
ZDHHC21,NUDT10
ARL4A,FBXO3
DNAJB9,TMEM47
STK38L,COL5A2
DCAF6,NT5C3
HBP1,PRICKLE1
FAM46A,TSPAN12
PELI2,VWA5A
GDF3,SLCO2A1
SFRP1,HTRA1
AK4,TRIM36
CSTF1,HEG1
BNIP3,MID1
KDR,NODAL
ARL4A,DCAF6
MCC,STK3
GNAI1,CDC7
DUSP10,FER
FREM1,SH3BGRL2
NRP1,TMEM38B
KIF15,ZNF516
FAM46A,DEPDC1B
PLAU,C11ORF82
MBOAT1,GDAP1
IGDCC4,SERPINE2
MRS2,FASTKD3
CTSK,LRIG3
DNAJB14,GRPEL2
RMI1,GLIPR2
KIF23,LPGAT1
CEP70,OXTR
GLMN,ERCC-00002
BMPER,LTN1
LEPREL1,LECT1
ZBTB11,ECT2
EPCAM,LIPG
RLF,KRCC1
FBXO28,ARG2
C3ORF14,SLC18A2
TP53INP1,ERCC-00043
ITFG1,FOS
USP53,KLF10
LGALSL,FAM54B
ERCC-00108,RALB
HPRT1,PHC1
PPIP5K2,DDX20
CYP1B1,SLC46A3
CDK6,HMMR
MLLT3,ZBTB11
DTL,SLC19A2
NIPSNAP3A,TRDN
ARFGAP3,FAM117B
STK38L,MTERFD1
WDR35,HDHD2
CLK1,CDK6
EFTUD1,CDC20
PPM1H,NT5C3
PRTG,PLXNA2
NDC80,ALG11
PHC1,KLF10
USP53,ARMCX3
ERCC-00003,NANOG
FBXO5,PTPRZ1
CCNE2,NT5C3
C3ORF58,TIPIN
PLP1,HAPLN1
HBP1,ST6GALNAC3
MMP16,ERCC-00044
CDC7,SLC38A9
GYPE,LRIG3
ZIC3,HMMR
ALPK2,FBXO11
WLS,CAP2
PPM1H,ALPK2
CA2,ANKRD6
ELOVL2,SPPL2A
AXL,LRIG3
CA2,LEPREL1
PALLD,CCDC82
RNF138,GPC3
CCNE2,ALPK2
CCDC82,ERCC-00136
TRDN,USP44
TP53INP1,CALB1
MLLT3,COL5A1
ST8SIA4,NXT2
VAMP7,SLC6A15
FBXL5,SERHL2
CENPQ,ERCC-00060
SNX14,KDR
MFAP4,RND3
DNAJB14,COLEC12
TTC39B,ASH2L
ZNF567,C1ORF112
KAT7,MCCC1
FZD5,FER
RPL17-C18ORF32,ERCC-00171
PRDM1,GCA
COMMD10,C11ORF82
EPCAM,CLGN
MTERFD1,ERCC-00145
RPL17-C18ORF32,LPGAT1
DOCK7,KLHL4
ZNF280B,PNPLA8
IPO8,KLHL24
NODAL,FBN1
RND3,SEMA3E
MLLT3,ERCC-00095
CENPC1,ST8SIA1
ELL2,FOS
ERCC-00044,CDK1
PLK4,FAM69A
STAT1,SLC6A15
PARPBP,DNA2
COL4A1,DKK4
C5ORF22,MELK
BCL11A,SPPL2A
ARFGAP3,CSTF1
BMP4,LGALSL
C3ORF14,COBLL1
ZNF791,SLC46A3
HTRA1,GDF3
ARHGAP29,SH3BGRL2
PGM2,FEZ1
TMCC1,FAM188A
KLHL6,COL1A2
PLXNA2,KBTBD2
ZNF521,PLAU
FREM1,REV3L
FAM46A,ARG2
ABCA1,RLF
ZEB1,DYRK2
MME,ERCC-00046
ID2,NLGN4X
NFIB,ALG11
ERCC-00009,MOSPD1
DUSP4,CENPQ
SFRP2,MFAP4
ESCO2,MTMR6
STK17B,FBN1
VASH2,FBN1
TOM1L1,MYCT1
FASTKD5,KBTBD2
FAM173B,C4ORF46
CCDC82,PARPBP
ALG6,MCC
TMOD1,RPE
SYNC,TFPI
EOMES,TNFAIP8
CRHBP,RALB
FAM46A,AXL
PLCB4,SEMA3A
POLR3G,NCAM1
NUP35,HAPLN1
STC1,GABPA
PROM1,ERCC-00003
COL4A1,CLDN11
CYP1B1,NAP1L3
ERCC-00136,SIRT1
OTUD6B,SEMA5A
BMP4,SLC35A3
ST8SIA1,PENK
NID1,PIK3R5
SH3BGRL2,DNAJB9
ZNF268,ERCC-00108
SPPL2A,LTN1
PIK3R5,TMEM64
GRPR,ERCC-00002
NUDT10,OXTR
CASD1,CDC7
ERCC-00009,KDELR3
FARSB,METTL18
SEMA5A,STK38L
NCAM1,LRRC40
ERCC-00062,ASNS
ERCC-00171,HSD17B11
TFB2M,C3ORF58
FER,GNAI1
C3ORF58,FBXO5
WDR48,GNAI1
PELI2,HLA-DQB1
LPGAT1,GATM
PRSS35,GLIPR2
SH3BGRL2,DERA
EFNA5,C12ORF23
TNFRSF11B,MAGI3
HLA-DRB1,ATG4C
ERBB4,NRP2
VIM,USP53
CDCA2,PRSS23
B3GNT2,CDC7
VASH2,ROR2
CNKSR3,ALG6
ZNF516,LIFR
ENC1,FAM135A
ERCC-00076,SH3BGRL2
ID2,B4GALT4
KIAA1804,SLC35A3
FBXL5,STC1
MTMR2,ZNF280B
ATL2,RAD51AP1
KIF18A,KIAA1324L
DUSP11,PHC1
ERCC-00096,DUSP4
MCC,KIF18A
DCUN1D4,GFM1
FBXO3,SPP1
ERCC-00145,ERCC-00171
ERCC-00145,LPGAT1
GABRB2,HSD17B11
KAT7,CA2
LHX1,ZNF280B
CDC20,HAS2
ST8SIA4,DNAJB14
NDC80,CDC20
CAMK2D,MYCT1
ZNF670,RSPO3
QPCT,LECT1
PIK3R5,MALT1
EFNA5,BNIP3
NUDT10,KDELR3
NCAM1,RSPO3
TRUB1,SENP7
GDAP1,GLMN
CSTF1,BMPER
KIF4A,CLK1
DKK1,DUSP11
STK17B,GRPR
CSTF1,KLHL12
PAM,NRP2
FBXL5,CDH11
PIK3R5,ENC1
YPEL5,SH3BGRL
GLRX,ATG4C
COQ3,VASH2
ZNF791,NAP1L3
DOCK7,LGR5
KIF4A,DECR1
ROR2,CASD1
CCDC66,SPP1
ESCO2,KIF15
ZFYVE16,HIBCH
PMP22,SLC38A9
PCDH7,CNKSR3
ODC1,HEG1
DUSP11,WWP1
FARSB,ELMOD2
MELK,FAM46A
VPS54,PTGR1
KAL1,KIF23
FASTKD5,ZFYVE16
PDE3B,ERCC-00076
RHOBTB3,FBN1
LIPG,ZDHHC21
CEP70,NCAPG
SMN1,OXR1
GYPA,WDFY1
SLC19A2,CEP70
CA2,FER
CHL1,TTK
TMOD1,ZNF670
DLC1,KIAA0528
ERCC-00043,PENK
HLA-DQB1,ALCAM
FOS,GLMN
NT5C3,ATG4C
ASS1,INSIG2
LUM,ZFYVE16
TTK,PIP4K2A
CD48,LGR5
RNFT1,CCNE2
MOSPD1,IGDCC4
ZEB2,MALT1
ACOX3,CER1
GLDC,SERHL2
GYPA,CLK1
CRYZL1,KIAA0528
PDGFRA,FAM69A
CNKSR3,PRIM1
MAP4K3,GTF2B
ANXA3,CDH11
NFIB,CDC20
ZNF268,ARL4A
SLC18A2,CDC7
ERCC-00046,YEATS4
ARL4A,MCCC1
PLOD2,PDLIM3
RFPL2,TTK
ERCC-00044,ZNF268
NANOG,C5ORF22
ZEB2,ENC1
EFTUD1,FEZ1
ERCC-00022,FBXO11
C3ORF14,SKA3
DDX20,CAMK2D
MELK,FASTKD3
HSD17B11,ERCC-00022
ZNF138,ERCC-00076
IPO8,B3GNT5
GATA4,REV3L
PERP,KBTBD2
TBC1D23,CBR1
MLF1IP,GDAP1
ATL2,CLGN
COL4A1,IL6ST
DUSP11,ANKRD13C
STK3,CBR1
LTN1,DDAH1
WDR35,NIPSNAP3A
FAM173B,ITFG1
SPP1,MRS2
CLDN11,PLOD2
MANEA,C11ORF82
USP44,SEMA3E
PTGR1,UGGT2
LRRC40,ERCC-00113
ITFG1,PLOD2
TRDN,GLIPR2
CD9,YPEL5
ASS1,ZEB2
PDCD4,GPC3
SEMA3E,ZNF268
AK4,IFI16
MLLT3,RND3
CEP70,ELL2
C11ORF82,KIAA1804
ZNF521,EPCAM
UBE2W,CEP70
ATG4C,PRTG
KAL1,ESRP1
FLRT3,YEATS4
FBXL5,MTERF
ERCC-00060,CLK1
S1PR3,IGDCC4
SLC46A3,WDFY1
COBLL1,RPL17-C18ORF32
LIPG,ASNS
ZNF302,ANGPT2
ABCA1,PHLDA1
GDAP1,NUP35
ENC1,TRIM36
ERCC-00060,DECR1
CDK1,SEMA3A
RGS5,CDK6
MYCT1,HPRT1
TMEM38B,ZNF567
USP53,CDH11
DTL,GLMN
PLOD2,BMP4
PLK4,SEMA6D
PRDM1,C3ORF14
KRCC1,ORC5
GABPA,S1PR3
PRDM1,WDR41
FEZ1,ITGA5
ERCC-00002,DUSP10
DECR1,ALG11
NAP1L3,RALB
NUDT11,PLAU
PCDH7,ARG2
DEPDC1B,TMEM47
ERCC-00004,UBE2D1
GLDC,STC1
BMP4,PRSS23
ERCC-00112,LUM
COL1A2,APOBEC3G
HEG1,ZNF138
ECT2,IFI16
EOMES,TDP2
ANKRD28,RRM2B
YPEL5,ESCO2
LRIG3,FREM1
FER,NDC80
WDR48,NDC80
KIF18A,NFIB
ZEB1,SH3BGRL2
KBTBD2,NCAPG
CHEK2,CCKBR
NUDT10,NCAPG
MTMR6,ERCC-00130
KLHL6,CNKSR3
SERHL2,SEMA5A
SKA3,GYPA
COL1A2,UBE2D1
CDC20,LGR4
TMOD1,RMI1
FASTKD3,NDFIP2
ASH2L,B3GNT5
WDFY1,C12ORF23
LIPG,WDR35
SENP7,RNF13
LRRC40,RNFT1
ZIC3,STK38L
TTC14,USP31
PLXNA2,SFRP1
KDELR3,SLC46A3
ARMCX3,RALB
RPE,DECR1
PNPLA8,IPO11
MAN1A1,ZUFSP
HSF2,ID2
WNT5A,HTRA1
ZNF567,SEMA5A
KLHL24,ARFGAP3
SEC24D,FAM89A
COL5A2,CRHBP
ARFGAP3,DLC1
FASTKD5,SFRP1
LEPREL1,SFRP2
FZD5,EXO1
SEMA3A,TRDN
DYRK2,CD9
ERCC-00042,IFI16
STK38L,HSD17B11
ITGA5,SYNC
VPS54,STAT1
ERCC-00046,DKK1
NDC80,FEZ1
ERCC-00136,GPSM2
WDFY1,BNIP3
SH3BGRL2,LHX1
ALG11,S1PR3
TNFRSF11B,ZBTB11
OXR1,LYPLAL1
CLDN11,CD48
ELMOD2,NID1
TOM1L1,TBX3
LGR4,ERCC-00111
SLC46A3,GYPE
NUDT11,MTMR6
ERBB4,WDR41
KIF18A,HLA-DQB1
BAG3,HMMR
GYPB,ZNF516
MBOAT1,RNF138
TBC1D23,FARSB
LRIG3,TNFRSF11B
TRIM36,GFM1
RRM2B,HLA-DQB1
GRPR,ATG4C
TFPI,ERCC-00076
HAND1,ERCC-00111
STK3,FARSB
ACTC1,PRDM1
MYCT1,CNKSR3
MCC,CASD1
C3ORF58,PGM2
SEMA6D,CRHBP
TNFRSF11B,COL5A1
IFI16,DTL
NUDT10,ELL2
USP53,MTERF
KIF4A,MCC
ERCC-00113,RRM2B
MTERF,SEC24D
BMP2,CAP2
SLC35A3,USP31
MRS2,ERBB4
BLM,CCDC82
NODAL,ERCC-00074
TMCC1,SLCO2A1
SYNC,TP53INP1
CSTF1,NDFIP2
SERPINE2,NT5C3
MTMR6,ERCC-00025
AMIGO2,MELK
LRRC40,TMOD1
LYPLAL1,PENK
FAM69A,GATA4
ARHGAP29,GATA4
DLC1,MYCT1
ALG6,FAM173B
TMX3,ST8SIA1
HMMR,TIPIN
FLRT3,DKK1
APOBEC3G,ERCC-00044
GPC3,WLS
RNF138,ERCC-00022
TNFRSF11B,ERCC-00095
GNG11,PIP4K2A
TTC39B,ITGA5
WLS,CRHBP
NFIB,FEZ1
TDRD7,DKK1
ARL4D,PTPRZ1
C5ORF22,HIBCH
KIT,CRYZL1
STK17B,ERCC-00074
BMP2,LYPLAL1
NAP1L3,TRDN
PRDM1,ARL4D
TMEM38B,ST8SIA1
KDELR3,NAP1L3
VASH2,ERCC-00074
DECR1,CDC20
LIFR,BMPER
CAMK2D,TBX3
LIFR,KLHL12
ACOX3,VASH2
MRS2,SEC24D
EPHA4,BMPER
PNPLA8,GLDC
EPHA4,KLHL12
GYPA,MCC
PDGFRA,SEMA6D
ST3GAL6,SPP1
VWA5A,MRS2
GLDC,MTERF
KLHL6,ARG2
KLHL28,CD9
SNX14,COLEC12
RNFT1,BCL11A
IL6ST,EFTUD1
ANKRD6,FAM135A
CDH11,RNF13
DERA,MTMR6
OXR1,RFESD
C4ORF46,ASH2L
RND3,NCAM1
PLK2,USP31
HDHD2,ERCC-00009
FBXO5,KLF10
MOSPD1,MANEA
EFNA5,ERCC-00003
FASTKD1,ST8SIA4
NUDT11,KIF15
ERCC-00076,GATA4
ST8SIA1,MID1
KLHL12,YEATS4
ERCC-00096,HAND1
SORL1,MMP16
COL4A1,CDCA2
CCDC81,PDCD4
REV3L,SPPL2A
COL4A1,POLR3G
CLDN11,CHEK2
LIFR,DRAM2
VIM,LIPG
TFB2M,PLAU
ERCC-00002,CENPQ
ERCC-00044,MYOCD
EPHA4,DRAM2
ARMCX3,MELK
PERP,SFRP1
PRKRIR,TOM1L1
NDFIP2,FAM89A
AK4,ERCC-00136
FBXO5,ARMCX3
HSF2,PLAA
ITFG1,CHEK2
MCCC1,DTL
RFESD,NT5C3
ATG4C,USP44
LTN1,SNX14
MYCT1,KLHL6
GCA,COMMD10
BUB1B,ZNF567
HAPLN1,ERCC-00043
ZNF302,LRRC40
GABRB2,MOSPD1
FEZ1,HPRT1
B3GNT5,PTPRZ1
CA2,EXO1
PELI2,C4ORF46
RMI1,OXR1
ERCC-00108,HIBCH
ESRP1,BMP2
SFRP2,LRIG3
LTN1,WDR48
TBX3,CCKBR
ERCC-00060,MCC
HMMR,FBXO5
PRIM1,TMEM64
PRICKLE1,HAS2
ERCC-00044,RAVER2
MYCT1,ARG2
QPCT,SFRP2
FASTKD3,ERCC-00108
ID2,DNA2
ALG6,CCNE2
ERCC-00074,ZNF567
CER1,DRAM2
CENPC1,RAD51AP1
SFRP1,CRYZL1
BMP2,RFESD
PDLIM3,ARHGAP29
TNFRSF11B,FASTKD1
ZBTB11,SLC39A8
RGPD2,ZNF516
KAT7,PMAIP1
HAPLN1,CALB1
RHOBTB3,ERCC-00074
COQ3,C11ORF82
GDF3,C1ORF112
S1PR3,MANEA
ALPK2,INSIG2
OXR1,CCDC138
ANAPC4,HEG1
AK4,PARPBP
ITGA6,ANAPC4
PRTG,HTRA1
ZUFSP,SEMA3E
FASTKD5,DOCK7
DERA,KIF15
ZBTB11,TMX3
C11ORF82,PNPLA8
ANKMY2,C5ORF22
CNTRL,CDK1
LUM,DOCK7
PHLDA1,FER
ASUN,ALG6
PPM1H,CCDC81
CENPC1,LIPG
FAM89A,NUDT11
CCNE2,CCDC81
HAS2,MOSPD1
CLGN,ANKMY2
DYRK2,FREM1
CCDC81,C11ORF82
PRIM1,ZNF268
DRAM2,OXR1
FARSB,TMEM47
GRPEL2,PPIP5K2
LEPREL1,ERCC-00108
ENC1,IFI16
ATG4C,CDK1
PLOD2,ERCC-00060
KIF23,ASH2L
TMEM38B,USP53
KLHL28,TTC14
COL5A2,GNAI1
ALPK2,ZEB2
ESCO2,HBP1
POLR3G,HMMR
FAM69A,NUP35
PAM,WNT5A
CASD1,OXTR
ERCC-00003,GNG11
LGR5,ITGA5
DKK1,UGGT2
HAS2,KDELR3
OXR1,PRICKLE1
ST8SIA4,MID1
PLOD2,TSPAN12
AGL,ERCC-00130
KLF10,MYCT1
ERCC-00145,MAGI3
KLHL12,DKK1
C12ORF23,RALB
UBE2D1,TRUB1
PLP1,BLM
ODC1,NDFIP2
B4GALT4,RGS5
