tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	Unnamed: 17
9606	Homo sapiens	7003	0	live	TEAD1	AA, NTEF-1, REF1, TCF-13, TCF13, TEAD-1, TEF-1	TEA domain transcription factor 1	transcriptional enhancer factor TEF-1|TEA domain family member 1 (SV40 transcriptional enhancer factor)|protein GT-IIC|transcription factor 13|transcriptional enhancer factor 1	11p15.3	11	NC_000011.10	12674421.0	12944737.0	plus	13.0	189967.0	
9606	Homo sapiens	6550	0	live	SLC9A3	DIAR8, NHE-3, NHE3	solute carrier family 9 member A3	sodium/hydrogen exchanger 3|Na(+)/H(+) exchanger 3|solute carrier family 9 (sodium/hydrogen exchanger), member 3|solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3	5p15.33	5	NC_000005.10	470456.0	524449.0	minus	17.0	182307.0	
9606	Homo sapiens	9510	0	live	ADAMTS1	C3-C5, METH1	ADAM metallopeptidase with thrombospondin type 1 motif 1	A disintegrin and metalloproteinase with thrombospondin motifs 1|ADAM-TS 1|ADAM-TS1|ADAMTS-1|METH-1|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 1|human metalloproteinase with thrombospondin type 1 motifs|metalloprotease and thrombospondin-1	21q21.3	21	NC_000021.9	26835755.0	26845409.0	minus	9.0	605174.0	
9606	Homo sapiens	170302	0	live	ARX	CT121, EIEE1, ISSX, MRX29, MRX32, MRX33, MRX36, MRX38, MRX43, MRX54, MRX76, MRX87, MRXS1, PRTS	aristaless related homeobox	homeobox protein ARX|aristaless-related homeobox, X-linked|cancer/testis antigen 121	Xp21.3	X	NC_000023.11	25003694.0	25015965.0	minus	5.0	300382.0	
9606	Homo sapiens	9188	0	live	DDX21	GUA, GURDB, II/Gu, RH, RH II/Gu, RH-II/GU, RH-II/GuA, gu-alpha	DExD-box helicase 21	nucleolar RNA helicase 2|DEAD (Asp-Glu-Ala-Asp) box helicase 21|DEAD box protein 21|DEAD-box helicase 21|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 21|Gu protein|RNA helicase II/Gu alpha|nucleolar RNA helicase Gu|nucleolar RNA helicase II	10q22.1	10	NC_000010.11	68956170.0	68985068.0	plus	16.0	606357.0	
9606	Homo sapiens	2115	0	live	ETV1	ER81	ETS variant transcription factor 1	ETS translocation variant 1|ets variant gene 1|ets-related protein 81	7p21.2	7	NC_000007.14	13891229.0	13991425.0	minus	20.0	600541.0	
9606	Homo sapiens	11096	0	live	ADAMTS5	ADAM-TS 11, ADAM-TS 5, ADAM-TS5, ADAMTS-11, ADAMTS-5, ADAMTS11, ADMP-2	ADAM metallopeptidase with thrombospondin type 1 motif 5	A disintegrin and metalloproteinase with thrombospondin motifs 5|a disintegrin and metalloproteinase with thrombospondin motifs 11|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)|aggrecanase-2	21q21.3	21	NC_000021.9	26917922.0	26967088.0	minus	8.0	605007.0	
9606	Homo sapiens	3727	0	live	JUND	AP-1	JunD proto-oncogene, AP-1 transcription factor subunit	transcription factor JunD|activator protein 1|jun D proto-oncogene|transcription factor AP-1 subunit JunD|transcription factor jun-D	19p13.11	19	NC_000019.10	18279694.0	18281622.0	minus	1.0	165162.0	
9606	Homo sapiens	87178	0	live	PNPT1	COXPD13, DFNB70, OLD35, PNPASE, SCA25, old-35	polyribonucleotide nucleotidyltransferase 1	polyribonucleotide nucleotidyltransferase 1, mitochondrial|3'-5' RNA exonuclease OLD35|PNPase 1|PNPase old-35|polynucleotide phosphorylase 1|polynucleotide phosphorylase-like protein	2p16.1	2	NC_000002.12	55634061.0	55693844.0	minus	29.0	610316.0	
9606	Homo sapiens	10800	0	live	CYSLTR1	CYSLT1, CYSLT1R, CYSLTR, HMTMF81	cysteinyl leukotriene receptor 1	cysteinyl leukotriene receptor 1|G-protein coupled receptor HG55|LTD4 receptor|cysteinyl leukotriene D4 receptor	Xq21.1	X	NC_000023.11	78271468.0	78327611.0	minus	5.0	300201.0	
9606	Homo sapiens	728655	0	live	HULC	HCCAT1, LINC00078, NCRNA00078	hepatocellular carcinoma up-regulated long non-coding RNA	hepatocellular carcinoma associated transcript 1 (non-protein coding)|highly up-regulated in liver cancer (non-protein coding)|highly up-regulated in liver cancer long non-coding RNA|long intergenic non-protein coding RNA 78	6p24.3	6	NC_000006.12	8652269.0	8653856.0	plus	2.0	612210.0	
9606	Homo sapiens	1999	0	live	ELF3	EPR-1, ERT, ESE-1, ESX	E74 like ETS transcription factor 3	ETS-related transcription factor Elf-3|E74-like factor 3 (ETS domain transcription factor, serine box, epithelial-specific)|E74-like factor 3 (ets domain transcription factor)|E74-like factor 3 (ets domain transcription factor, epithelial-specific )|epithelial-restricted with serine box|epithelium-restricted Ets protein ESX|epithelium-specific Ets transcription factor 1|ets domain transcription factor, serine box (epithelial-specific)	1q32.1	1	NC_000001.11	202010587.0	202017183.0	plus	9.0	602191.0	
9606	Homo sapiens	55553	0	live	SOX6	HSSOX6, SOXD, TOLCAS	SRY-box transcription factor 6	transcription factor SOX-6|SRY (sex determining region Y)-box 6|SRY-box 6|SRY-box containing gene 6	11p15.2	11	NC_000011.10	15966449.0	16738477.0	minus	22.0	607257.0	
9606	Homo sapiens	1464	0	live	CSPG4	CSPG4A, HMW-MAA, MCSP, MCSPG, MEL-CSPG, MSK16, NG2	chondroitin sulfate proteoglycan 4	chondroitin sulfate proteoglycan 4|chondroitin sulfate proteoglycan 4 (melanoma-associated)|chondroitin sulfate proteoglycan NG2|melanoma chondroitin sulfate proteoglycan|melanoma-associated chondroitin sulfate proteoglycan	15q24.2	15	NC_000015.10	75674322.0	75713466.0	minus	11.0	601172.0	
9606	Homo sapiens	7112	0	live	TMPO	CMD1T, LAP2, LEMD4, PRO0868, TP	thymopoietin	thymopoietin|LEM domain containing 4|lamina-associated polypeptide 2	12q23.1	12	NC_000012.12	98515573.0	98550351.0	plus	11.0	188380.0	
9606	Homo sapiens	3094	0	live	HINT1	HINT, NMAN, PKCI-1, PRKCNH1	histidine triad nucleotide binding protein 1	adenosine 5'-monophosphoramidase HINT1|adenosine 5'-monophosphoramidase|desumoylating isopeptidase HINT1|epididymis secretory sperm binding protein|protein kinase C inhibitor 1|protein kinase C-interacting protein 1	5q23.3	5	NC_000005.10	131159027.0	131165256.0	minus	5.0	601314.0	
9606	Homo sapiens	84433	0	live	CARD11	BENTA, BIMP3, CARMA1, IMD11, IMD11A, PPBL	caspase recruitment domain family member 11	caspase recruitment domain-containing protein 11|CARD-containing MAGUK protein 1|bcl10-interacting maguk protein 3|carma 1	7p22.2	7	NC_000007.14	2906142.0	3043867.0	minus	26.0	607210.0	
9606	Homo sapiens	4084	0	live	MXD1	BHLHC58, MAD, MAD1	MAX dimerization protein 1	max dimerization protein 1|MAX-binding protein|antagonizer of myc transcriptional activity|max dimerizer 1	2p13.3	2	NC_000002.12	69915109.0	69942945.0	plus	6.0	600021.0	
9606	Homo sapiens	79718	0	live	TBL1XR1	C21, DC42, IRA1, MRD41, TBLR1	TBL1X/Y related 1	F-box-like/WD repeat-containing protein TBL1XR1|TBL1-related protein 1|TBL1X receptor 1|nuclear receptor co-repressor/HDAC3 complex subunit|nuclear receptor corepressor/HDAC3 complex subunit TBLR1|transducin beta like 1 X-linked receptor 1	3q26.32	3	NC_000003.12	177019344.0	177201800.0	minus	24.0	608628.0	
9606	Homo sapiens	3670	0	live	ISL1	ISLET1, Isl-1	ISL LIM homeobox 1	insulin gene enhancer protein ISL-1|islet-1	5q11.1	5	NC_000005.10	51383448.0	51394730.0	plus	7.0	600366.0	
9606	Homo sapiens	988	0	live	CDC5L	CDC5, CDC5-LIKE, CEF1, PCDC5RP, dJ319D22.1	cell division cycle 5 like	cell division cycle 5-like protein|CDC5 cell division cycle 5-like|Cdc5-related protein|dJ319D22.1 (CDC5-like protein)|pombe cdc5-related protein	6p21.1	6	NC_000006.12	44387706.0	44450425.0	plus	17.0	602868.0	
9606	Homo sapiens	2526	0	live	FUT4	CD15, ELFT, FCT3A, FUC-TIV, FUTIV, LeX, SSEA-1	fucosyltransferase 4	alpha-(1,3)-fucosyltransferase 4|4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase|ELAM ligand fucosyltransferase|ELAM-1 ligand fucosyltransferase|Lewis X|alpha (1,3) fucosyltransferase, myeloid-specific|fucT-IV|fucosyltransferase IV|galactoside 3-L-fucosyltransferase|stage-specific embryonic antigen 1	11q21	11	NC_000011.10	94543921.0	94549895.0	plus	1.0	104230.0	
9606	Homo sapiens	3642	0	live	INSM1	IA-1, IA1	INSM transcriptional repressor 1	insulinoma-associated protein 1|insulinoma-associated 1|zinc finger protein IA-1	20p11.23	20	NC_000020.11	20368104.0	20370949.0	plus	1.0	600010.0	
9606	Homo sapiens	6926	0	live	TBX3	TBX3-ISO, UMS, XHL	T-box transcription factor 3	T-box transcription factor TBX3|T-box 3|T-box protein 3|bladder cancer related protein XHL	12q24.21	12	NC_000012.12	114670255.0	114684175.0	minus	8.0	601621.0	
9606	Homo sapiens	6504	0	live	SLAMF1	CD150, CDw150, SLAM	signaling lymphocytic activation molecule family member 1	signaling lymphocytic activation molecule|IPO-3|SLAM family member 1	1q23.3	1	NC_000001.11	160608106.0	160647044.0	minus	8.0	603492.0	
9606	Homo sapiens	7707	0	live	ZNF148	BERF-1, BFCOL1, GDACCF, HT-BETA, ZBP-89, ZFP148, pHZ-52	zinc finger protein 148	zinc finger protein 148|CACCC box-binding protein|CLL-associated antigen KW-10|transcription factor ZBP-89|zinc finger DNA-binding protein 89	3q21.2	3	NC_000003.12	125225669.0	125375354.0	minus	14.0	601897.0	
9606	Homo sapiens	9219	0	live	MTA2	MTA1L1, PID	metastasis associated 1 family member 2	metastasis-associated protein MTA2|MTA1-L1 protein|metastasis -associated gene 1-like 1|metastasis associated gene family, member 2|metastasis-associated 1-like 1|metastasis-associated protein 2|p53 target protein in deacetylase complex	11q12.3	11	NC_000011.10	62593214.0	62601865.0	minus	19.0	603947.0	
9606	Homo sapiens	64067	0	live	NPAS3	MOP6, PASD6, bHLHe12	neuronal PAS domain protein 3	neuronal PAS domain-containing protein 3|PAS domain-containing protein 6|basic-helix-loop-helix-PAS protein MOP6|class E basic helix-loop-helix protein 12|member of PAS protein 6|neuronal PAS3	14q13.1	14	NC_000014.9	32934785.0	33804173.0	plus	17.0	609430.0	
9606	Homo sapiens	5575	0	live	PRKAR1B	MASNS, PRKAR1	protein kinase cAMP-dependent type I regulatory subunit beta	cAMP-dependent protein kinase type I-beta regulatory subunit|protein kinase, cAMP-dependent, regulatory subunit type I beta|protein kinase, cAMP-dependent, regulatory, type I, beta	7p22.3	7	NC_000007.14	549197.0	728934.0	minus	20.0	176911.0	
9606	Homo sapiens	3549	0	live	IHH	BDA1, HHG2	Indian hedgehog signaling molecule	indian hedgehog protein|Indian hedgehog homolog	2q35	2	NC_000002.12	219054424.0	219060921.0	minus	3.0	600726.0	
9606	Homo sapiens	56998	0	live	CTNNBIP1	ICAT	catenin beta interacting protein 1	beta-catenin-interacting protein 1|beta-catenin-interacting protein ICAT|inhibitor of beta-catenin and Tcf-4	1p36.22	1	NC_000001.11	9848276.0	9910269.0	minus	11.0	607758.0	
9606	Homo sapiens	25824	0	live	PRDX5	ACR1, AOEB166, B166, HEL-S-55, PLP, PMP20, PRDX6, PRXV, SBBI10, prx-V	peroxiredoxin 5	peroxiredoxin-5, mitochondrial|Alu co-repressor 1|TPx type VI|antioxidant enzyme B166|epididymis secretory protein Li 55|liver tissue 2D-page spot 71B|peroxiredoxin V|peroxisomal antioxidant enzyme|thioredoxin peroxidase PMP20|thioredoxin reductase|thioredoxin-dependent peroxiredoxin 5	11q13.1	11	NC_000011.10	64318121.0	64321811.0	plus	6.0	606583.0	
9606	Homo sapiens	27043	0	live	PELP1	MNAR, P160	proline, glutamate and leucine rich protein 1	proline-, glutamic acid- and leucine-rich protein 1|modulator of non-genomic activity of estrogen receptor|proline and glutamic acid rich nuclear protein|transcription factor HMX3	17p13.2	17	NC_000017.11	4669774.0	4704137.0	minus	19.0	609455.0	
9606	Homo sapiens	6363	0	live	CCL19	CKb11, ELC, MIP-3b, MIP3B, SCYA19	C-C motif chemokine ligand 19	C-C motif chemokine 19|CC chemokine ligand 19|CK beta-11|EBI1-ligand chemokine|MIP-3-beta|beta chemokine exodus-3|chemokine (C-C motif) ligand 19|epstein-Barr virus-induced molecule 1 ligand chemokine|exodus-3|macrophage inflammatory protein 3-beta|small inducible cytokine subfamily A (Cys-Cys), member 19|small-inducible cytokine A19	9p13.3	9	NC_000009.12	34689570.0	34691276.0	minus	4.0	602227.0	
9606	Homo sapiens	3217	0	live	HOXB7	HHO.C1, HOX2, HOX2C, Hox-2.3	homeobox B7	homeobox protein Hox-B7|homeo box 2C|homeo box B7|homeo box c1 protein|homeobox protein HHO.C1|homeobox protein Hox-2C	17q21.32	17	NC_000017.11	48607232.0	48611017.0	minus	2.0	142962.0	
9606	Homo sapiens	6899	0	live	TBX1	CAFS, CATCH22, CTHM, DGCR, DGS, DORVC, TGA, VCF, VCFS, TBX1	T-box transcription factor 1	T-box transcription factor TBX1|T-box 1 transcription factor C|Testis-specific T-box protein|brachyury	22q11.21	22	NC_000022.11	19756703.0	19783593.0	plus	13.0	602054.0	
9606	Homo sapiens	26471	0	live	NUPR1	COM1, P8	nuclear protein 1, transcriptional regulator	nuclear protein 1|candidate of metastasis 1|nuclear protein, transcriptional regulator, 1|nuclear transcriptional regulator protein 1|protein p8	16p11.2	16	NC_000016.10	28532708.0	28538974.0	minus	3.0	614812.0	
9606	Homo sapiens	8320	0	live	EOMES	TBR2	eomesodermin	eomesodermin homolog|T-box brain protein 2	3p24.1	3	NC_000003.12	27715953.0	27722713.0	minus	7.0	604615.0	
9606	Homo sapiens	3202	0	live	HOXA5	HOX1, HOX1.3, HOX1C	homeobox A5	homeobox protein Hox-A5|homeo box 1C|homeo box A5|homeobox protein HOXA5|homeobox protein Hox-1C	7p15.2	7	NC_000007.14	27141052.0	27143681.0	minus	2.0	142952.0	
9606	Homo sapiens	1690	0	live	COCH	COCH-5B25B2, DFNA9, DFNB110, COCH	cochlin	cochlin|coagulation factor C homolog, cochlin (Limulus polyphemus)	14q12	14	NC_000014.9	30874559.0	30895615.0	plus	13.0	603196.0	
9606	Homo sapiens	148022	0	live	TICAM1	IIAE6, MyD88-3, PRVTIRB, TICAM-1, TRIF	TIR domain containing adaptor molecule 1	TIR domain-containing adapter molecule 1|TIR domain containing adaptor inducing interferon-beta|TIR domain-containing adapter protein inducing IFN-beta|proline-rich, vinculin and TIR domain-containing protein B|putative NF-kappa-B-activating protein 502H|toll like receptor adaptor molecule 1|toll-interleukin-1 receptor domain-containing adapter protein inducing interferon beta	19p13.3	19	NC_000019.10	4815932.0	4831712.0	minus	3.0	607601.0	
9606	Homo sapiens	5898	0	live	RALA	HINCONS, RAL	RAS like proto-oncogene A	ras-related protein Ral-A|RALA Ras like proto-oncogene A|RAS-like protein A|Ras family small GTP binding protein RALA|ras related GTP binding protein A|v-ral simian leukemia viral oncogene homolog A (ras related)	7p14.1	7	NC_000007.14	39623572.0	39708120.0	plus	7.0	179550.0	
9606	Homo sapiens	100885779	0	live	LINC-ROR	ROR, lincRNA-RoR, lincRNA-ST8SIA3	long intergenic non-protein coding RNA, regulator of reprogramming		18q21.31	18	NC_000018.10	57054559.0	57072119.0	minus	6.0	615173.0	
9606	Homo sapiens	5434	0	live	POLR2E	RPABC1, RPB5, XAP4, hRPB25, hsRPB5	RNA polymerase II, I and III subunit E	DNA-directed RNA polymerases I, II, and III subunit RPABC1|DNA directed RNA polymerase II 23 kda polypeptide|DNA-directed RNA polymerase II 23 kDa polypeptide|DNA-directed RNA polymerase II subunit E|DNA-directed RNA polymerase subunit RPABC1|RNA polymerase II subunit E|RNA polymerases I, II, and III subunit ABC1|RPB5 homolog|polymerase (RNA) II (DNA directed) polypeptide E, 25kDa|polymerase (RNA) II subunit E	19p13.3	19	NC_000019.10	1086574.0	1095375.0	minus	9.0	180664.0	
9606	Homo sapiens	2294	0	live	FOXF1	ACDMPV, FKHL5, FREAC1	forkhead box F1	forkhead box protein F1|FREAC-1|Forkhead, drosophila, homolog-like 5|forkhead-related activator 1|forkhead-related protein FKHL5|forkhead-related transcription factor 1	16q24.1	16	NC_000016.10	86510527.0	86515422.0	plus	2.0	601089.0	
9606	Homo sapiens	1875	0	live	E2F5	E2F-5	E2F transcription factor 5	transcription factor E2F5|E2F transcription factor 5, p130-binding	8q21.2	8	NC_000008.11	85177154.0	85214518.0	plus	9.0	600967.0	
9606	Homo sapiens	7022	0	live	TFAP2C	AP2-GAMMA, ERF1, TFAP2G, hAP-2g	transcription factor AP-2 gamma	transcription factor AP-2 gamma|activating enhancer-binding protein 2 gamma|estrogen receptor factor 1|transcription factor ERF-1	20q13.31	20	NC_000020.11	56629306.0	56639283.0	plus	7.0	601602.0	
9606	Homo sapiens	1602	0	live	DACH1	DACH	dachshund family transcription factor 1	dachshund homolog 1|dac homolog	13q21.33	13	NC_000013.11	71437966.0	71867204.0	minus	15.0	603803.0	
9606	Homo sapiens	10672	0	live	GNA13	G13, HG1N	G protein subunit alpha 13	guanine nucleotide-binding protein subunit alpha-13|g alpha-13|guanine nucleotide binding protein (G protein), alpha 13|heterotrimeric guanine nucleotide-binding protein 1N	17q24.1	17	NC_000017.11	65009289.0	65056740.0	minus	5.0	604406.0	
9606	Homo sapiens	4158	0	live	MC2R	ACTHR	melanocortin 2 receptor	adrenocorticotropic hormone receptor|ACTH receptor|MC2 receptor|adrenocorticotropin receptor|corticotropin receptor|melanocortin 2 receptor (adrenocorticotropic hormone)	18p11.21	18	NC_000018.10	13882044.0	13915707.0	minus	5.0	607397.0	
9606	Homo sapiens	54345	0	live	SOX18	HLTRS, HLTS	SRY-box transcription factor 18	transcription factor SOX-18|SRY (sex determining region Y)-box 18|SRY-box 18	20q13.33	20	NC_000020.11	64047582.0	64049639.0	minus	2.0	601618.0	
9606	Homo sapiens	5933	0	live	RBL1	CP107, PRB1, p107	RB transcriptional corepressor like 1	retinoblastoma-like protein 1|107 kDa retinoblastoma-associated protein|retinoblastoma-like 1	20q11.23	20	NC_000020.11	36996349.0	37095997.0	minus	23.0	116957.0	
9606	Homo sapiens	3209	0	live	HOXA13	HOX1, HOX1J	homeobox A13	homeobox protein Hox-A13|homeo box 1J|homeo box A13|homeobox protein HOXA13|homeobox protein Hox-1J|transcription factor HOXA13	7p15.2	7	NC_000007.14	27194364.0	27200091.0	minus	2.0	142959.0	
9606	Homo sapiens	8939	0	live	FUBP3	FBP3	far upstream element binding protein 3	far upstream element-binding protein 3|FUSE-binding protein 3|far upstream element (FUSE) binding protein 3	9q34.11-q34.12	9	NC_000009.12	130579577.0	130638352.0	plus	21.0	603536.0	
9606	Homo sapiens	474	0	live	ATOH1	ATH1, DFNA89, HATH1, MATH-1, bHLHa14	atonal bHLH transcription factor 1	transcription factor ATOH1|atonal homolog 1|atonal homolog bHLH transcription factor 1|basic helix-loop-helix family member a14|class A basic helix-loop-helix protein 14|helix-loop-helix protein hATH-1|protein atonal homolog 1	4q22.2	4	NC_000004.12	93828753.0	93830964.0	plus	1.0	601461.0	
9606	Homo sapiens	7443	0	live	VRK1	HMNR10, PCH1, PCH1A	VRK serine/threonine kinase 1	serine/threonine-protein kinase VRK1|vaccinia related kinase 1|vaccinia virus B1R-related kinase 1	14q32.2	14	NC_000014.9	96797382.0	96881609.0	plus	15.0	602168.0	
9606	Homo sapiens	10125	0	live	RASGRP1	CALDAG-GEFI, CALDAG-GEFII, IMD64, RASGRP	RAS guanyl releasing protein 1	RAS guanyl-releasing protein 1|RAS guanyl nucleotide-releasing protein 1|RAS guanyl releasing protein 1 (calcium and DAG-regulated)|calcium and DAG-regulated guanine nucleotide exchange factor II|calcium- and diacylglycerol-regulated guanine nucleotide exchange factor II|guanine nucleotide exchange factor, calcium- and DAG-regulated, Rap1A|ras activator RasGRP	15q14	15	NC_000015.10	38488103.0	38564814.0	minus	17.0	603962.0	
9606	Homo sapiens	27436	0	live	EML4	C2orf2, ELP120, EMAP-4, EMAPL4, ROPP120	EMAP like 4	echinoderm microtubule-associated protein-like 4|echinoderm microtubule associated protein like 4|restrictedly overexpressed proliferation-associated protein|ropp 120	2p21	2	NC_000002.12	42169353.0	42332548.0	plus	28.0	607442.0	
